User,Tweet
Obama,Here's where editorial boards across the country stand when it comes to the #SCOTUS vacancy: http://ofa.bo/z0T2  #DoYourJob
Obama,Senate leaders: #DoYourJob and give Judge Garland the fair hearing he deserves.pic.twitter.com/sg3Zx4vzIM
Obama,Join the hundreds of thousands of people calling on Senate leaders to give Judge Garland a fair hearing: http://ofa.bo/gA8l 
Obama,Judge Garland has impeccable credentials—he deserves a fair hearing from the Senate. #DoYourJobpic.twitter.com/vqtTB1J4hL
Obama,Add your name if you agree: We need a full Supreme Court bench for a functioning democracy. http://ofa.bo/c5uT  #DoYourJob
Obama,Partisan obstructionism shouldn't hold back our Supreme Court. #DoYourJobpic.twitter.com/Q7rRKyWlZc
Obama,President Obama has a message for @OFA supporters on the work ahead:http://ofa.bo/e5uL 
Obama,This Mother’s Day say thank you. Say 'I love you.' —President Obamahttp://ofa.bo/uRT 
Obama,Add your name if you think Senate leaders need to stop obstructing our Supreme Court: http://ofa.bo/d5vs  #DoYourJob
Obama,74 consecutive months—more than six years—of private-sector job growth. Let's keep up the progress.pic.twitter.com/igXXN83jCy
Obama,LIVE: President Obama is speaking about the economy and new steps to strengthen financial transparency. http://ofa.bo/d5vq 
Obama,The economy added 160000 jobs in April—a record-breaking 74 months of private-sector job growth.
Obama,President Obama just granted clemency to 58 men and women who've earned a second chance: http://ofa.bo/iAAO  #FixTheSystem
Obama,Say that Senate leaders should stop hiding behind excuses and give Judge Garland a fair hearing: http://ofa.bo/jA69  #DoYourJob
Obama,Check out President Obama's latest message to @OFA supporters and volunteers: http://ofa.bo/vSU 
Obama,President Obama: When American workers and businesses compete on a level playing field no one can beat us.http://ofa.bo/uRJ 
Obama,LIVE: President Obama is speaking at Northwestern High School in Flint Michigan. http://ofa.bo/b5zi 
Obama,Retweet if you agree. #DoYourJobpic.twitter.com/WjTM07LRL4
Obama,Make your voice heard on a fair #SCOTUS nomination process—add your name today: http://ofa.bo/iAAL  #DoYourJob
Obama,LIVE: President Obama honors the 2016 National Teacher of the Year. http://ofa.bo/uRI 
Obama,Good climate change policy and good economic policy can go hand in hand. #ActOnClimatepic.twitter.com/MEDMB870SP
Obama,American workers deserve a trade agreement that works for them. Check out President Obama's op-ed on #TPP:http://ofa.bo/jA5s 
Obama,The United States just hit one million solar installations—enough to power 5.5 million homes. #MillionSolarStrong
Obama,Say you're one of the majority of Americans who want Senate leaders to give Judge Garland a fair hearing. http://ofa.bo/a5ym  #DoYourJob
Obama,Building a clean energy economy is a great way to #ActOnClimate for people across the country.pic.twitter.com/xfdVKh3Zhy
Obama,Read what editorial boards across the country have to say about the #SCOTUS vacancy: http://ofa.bo/uRA 
Obama,It's unacceptable for obstructionists in the Senate to play political games with the Supreme Court. Say you agree: http://ofa.bo/d5vM 
Obama,And with that I just have two more words to say—Obama out. —President Obama at the #WHCD Don't miss this:http://ofa.bo/z0SH 
Obama,"Watch ""Couch Commander"" President Obama at last night's #WHCD:http://ofa.bo/vSA "
Obama,LIVE: President Obama is speaking at the #WHCD. http://ofa.bo/hAGx 
Obama,"Tune in at 8:00 p.m. ET to watch ""Comedian-in-Chief"" President Obama at the #WHCD: http://ofa.bo/gA83 "
Obama,Poll after poll shows a majority of Americans think Senate Republicans should do their job. —President Obamahttp://ofa.bo/fA9J 
Obama,In the weekly address President Obama has a simple message for Senate Republicans: #DoYourJob.http://ofa.bo/z0SB 
Obama,Senate leaders need to do their jobs and fill the #SCOTUS vacancy. #DoYourJobpic.twitter.com/ZGcyGEv2CS
Obama,Clean air makes for healthier and safer communities. #ActOnClimatepic.twitter.com/uuPdv41v0u
Obama,Hundreds of thousands of Americans are calling on Senate leaders to fill the #SCOTUS vacancy—join them: http://ofa.bo/fA8m 
Obama,It's been more than 40 days since Judge Garland was nominated. Senate leaders: #DoYourJob.pic.twitter.com/RUBRebSJhZ
Obama,Don't let climate change deniers jeopardize the progress we've made toward a safer healthier future. Call them out:http://ofa.bo/d5ue 
Obama,Fighting climate change will save Americans money at the gas pump. #ActOnClimatepic.twitter.com/ePl93jLYTU
Obama,Add your name if you support global efforts to tackle climate change: http://ofa.bo/fA8b 
Obama,Watch Professor Obama take obstructionists in the Senate back to school with #SCOTUS 101. #DoYourJobhttp://www.snappytv.com/tc/1804682 
Obama,For the health of our children and grandchildren we have to #ActOnClimate.pic.twitter.com/pJz7ODyr3p
Obama,The Senate should uphold its constitutional duty and give Judge Garland a fair hearing. Add your name if you agree: http://ofa.bo/vQn 
Obama,Watch: Professor Obama has a #SCOTUS lesson for obstructionists in the Senate. #DoYourJobhttp://ofa.bo/hAFb 
Obama,Not to let the Constitution function is totally irresponsible and it's never happened like this before. — @VPhttps://amp.twimg.com/v/2fa50a48-ce91-4811-8f56-5dd3b78bc8a1 …
Obama,Don't let climate change deniers derail progress—show your support for bold action on climate change: http://ofa.bo/uQC  #ActOnClimate
Obama,The fight to tackle climate change took a big step on Friday with hundreds of countries signing the #ParisAgreement.pic.twitter.com/gk7BWRRBqA
Obama,ICYMI: The U.S. and more than 170 other nations just signed the #ParisAgreement—the first ever global climate deal.http://ofa.bo/xPs 
Obama,We all play a part in helping to stop gun violence. Do your part— #WearOrange on June 2.https://amp.twimg.com/v/43b27caf-3516-43d6-9a0e-93c956048e13 …
Obama,We're already seeing the effects of climate change. Denial is unacceptable. #ActOnClimatepic.twitter.com/k3sphu7KgC
Obama,Show your support for bold moves to combat climate change—add your name: http://ofa.bo/yRP  #ActOnClimate
Obama,Carbon pollution is the biggest contributor to climate change—and President Obama is taking it head on.pic.twitter.com/lZlIAyD9UV
Obama,We have criminal justice policies including unfair sentencing laws that need to be reformed. —President Obamahttp://ofa.bo/iA8D 
Obama,In the weekly address President Obama talks about his efforts to improve our criminal justice system. http://ofa.bo/iA8C  #FixTheSystem
Obama,From our family to yours chag sameach. —President Obama #Passover
Obama,Happy #EarthDay.pic.twitter.com/grX8lqPkKI
Obama,We can tackle climate change—but it's going to take all of us working together. #ActOnClimatepic.twitter.com/LEvJFzebLA
Obama,Bold action on climate change matters. #ActOnClimatepic.twitter.com/fzKtmRyFCQ
Obama,Say you'll stand up for bold action to fight climate change: http://ofa.bo/jA3W  #ActOnClimate
Obama,The Paris Agreement is a big deal. #ActOnClimatepic.twitter.com/j75MzQKH0V
Obama,A strong spirit transcends rules' Prince once said—and nobody's spirit was stronger bolder or more creative. —President Obama
Obama,President Obama is investing in a more sustainable future. #ActOnClimatepic.twitter.com/MbDFRg0QcP
Obama,We can't let climate change deniers derail progress—say you stand for bold action: http://ofa.bo/jA3P  #ActOnClimate
Obama,Continuing to invest in clean energy like solar power is critical in the fight to #ActOnClimate.pic.twitter.com/wvIKlRDDOD
Obama,Last year wind energy generated enough electricity to power 17.5 million homes: http://ofa.bo/hAEb  #ActOnClimate
Obama,Add your name to support bold action to combat climate change: http://ofa.bo/jA3H  #ActOnClimate
Obama,Climate change is real—and it's devastating communities across the country. We have #ActOnClimate now.pic.twitter.com/RD8EC74QXZ
Obama,The wind energy industry keeps growing—here's the latest on its record-setting year: http://ofa.bo/a5w9  #ActOnClimate
Obama,Stand up today for a fair Supreme Court nomination process: http://ofa.bo/c5rj  #DoYourJob
Obama,Happy National Park Week. Go #FindYourPark today. http://ofa.bo/gA5F pic.twitter.com/uTNnDkSw6O
Obama,President Obama's #ImmigrationAction could have a big economic impact.pic.twitter.com/ss6UaGH8C3
Obama,Last month continued the streak of record-breaking global temperatures. http://ofa.bo/yQm  #ActOnClimate
Obama,This is unprecedented. #DoYourJobpic.twitter.com/bAo3uLvDtT
Obama,Show your support for a fair hearing and timely up-or-down vote for Judge Merrick Garland: http://ofa.bo/e5qw  #DoYourJob
Obama,Editorial boards are making their voices heard on the #SCOTUS nomination process. See what they're saying: http://ofa.bo/yQd 
Obama,Add your name if you think the Senate should give Judge Garland fair consideration: http://ofa.bo/uOx pic.twitter.com/JjJMIwiEbF
Obama,See what editorial boards are saying about Senate leaders' refusal to give Judge Garland a fair hearing: http://ofa.bo/uOq 
Obama,This kind of Senate obstructionism is completely unprecedented. #DoYourJobpic.twitter.com/gPazJAImPi
Obama,Climate change means wildfires are now a continual threat in some parts of the country: http://ofa.bo/wQo  #ActOnClimate
Obama,LIVE: President Obama is delivering remarks at the #WHScienceFair. http://ofa.bo/d5se 
Obama,Tune in at 2:50 p.m. ET to watch President Obama speak at the #WHScienceFair: http://ofa.bo/hADc 
Obama,Judge Garland is highly qualified for the Supreme Court—he deserves a hearing. http://ofa.bo/xOn  #DoYourJobpic.twitter.com/6D9Adjikoz
Obama,Read why having nine Supreme Court justices is critical for our judicial system: http://ofa.bo/z0Pl  #DoYourJob
Obama,It's time. #EqualPayDaypic.twitter.com/VpcBDOHABW
Obama,Improving gender equality would add at least $2.1 trillion to U.S. gross domestic product by 2025. http://ofa.bo/c5rC  #EqualPayDay
Obama,Retweet if you agree. #EqualPayDaypic.twitter.com/tOZuPJJsX5
Obama,Stand up for equal pay—add your name now: http://ofa.bo/fA5n  #EqualPayDay
Obama,I'm here to say we will close the wage gap. —President Obama #EqualPayDayhttp://www.snappytv.com/tc/1710484 
Obama,LIVE: President Obama is speaking about women's equality on #EqualPayDay. http://ofa.bo/fA5j 
Obama,Tune in at 11:25 a.m. ET to watch as President Obama designates a new national monument honoring women's equality: http://ofa.bo/uOX 
Obama,Side by side. #NationalPetDaypic.twitter.com/nvursfUJqE
Obama,We cannot let political gridlock and dysfunction spread to our Supreme Court.pic.twitter.com/ieJPV45nK5
Obama,It's time for the United States to #LeadOnLeave—show your support if you agree: http://ofa.bo/fA5e 
Obama,Retweet if you believe it's time for the United States to #LeadOnLeave.pic.twitter.com/8jsAkBBqzx
Obama,Speak up for a fair hearing for Judge Merrick Garland: http://ofa.bo/gA4N  #DoYourJob
Obama,This is unprecedented. #DoYourJobpic.twitter.com/kMdn564dCW
Obama,Add a comment if you agree: American workers shouldn't have to choose between their health and a paycheck. http://ofa.bo/b5wE 
Obama,Working families in America should have the basic security of paid sick leave. #LeadOnLeavepic.twitter.com/0jxbEnUUJg
Obama,If you think Judge Merrick Garland deserves a fair hearing and an up-or-down vote add your name: http://ofa.bo/jA21  #DoYourJob
Obama,LIVE: The President is at @UChicagoLaw discussing why Judge Garland deserves a fair hearing and an up-or-down vote. http://ofa.bo/yPP 
Obama,Tune in at 3:30 p.m. ET to watch President Obama speak about the #SCOTUS nomination process at @UChicagoLaw: http://ofa.bo/e5ps 
Obama,Read what a former @UChicagoLaw student learned from Professor Obama: http://ofa.bo/uOL pic.twitter.com/9DrfKTYIAS
Obama,Show your support for the proposal to expand paid sick leave—add a comment today: http://ofa.bo/hACx  #LeadOnLeave
Obama,The U.S. is the only advanced nation that doesn't guarantee paid sick leave—it's time to change that. #LeadOnLeavepic.twitter.com/LoUwswnXLg
Obama,The Senate has more than enough time to give Judge Garland a fair up-or-down vote. #DoYourJobpic.twitter.com/ybHNMwMWLm
Obama,Add your voice to the thousands calling on Senate leaders to give Judge Merrick Garland a fair hearing: http://ofa.bo/hACu  #DoYourJob
Obama,If we don't #ActOnClimate now the sea level could rise by more than six feet by the end of the century:http://ofa.bo/uOB 
Obama,Clean energy currently employs 2.5 million people in the United States. Check it out: http://ofa.bo/gA3q  #ActOnClimate
Obama,Ten million workers in California and New York now have better economic security: http://ofa.bo/iA5v  #RaiseTheWage
Obama,LIVE: President Obama is delivering a statement on the economy. http://ofa.bo/z0Oh 
Obama,Tune in at 12:15 p.m. ET to watch President Obama deliver a statement about the economy: http://ofa.bo/z0Og 
Obama,Supreme Court struggles with just eight justices. http://ofa.bo/iA5L  #DoYourJob
